"team","score","var"
"frc1493",0.104166666666667,0.0520833333333333
"frc1495",0.298611111111111,0.149305555555556
"frc1501",0.358333333333333,0.179166666666667
"frc1502",0.243055555555556,0.121527777777778
"frc1503",0.3125,0.15625
"frc1504",0.118055555555556,0.00936436964131621
"frc1506",0.0972222222222222,0.0486111111111111
"frc1507",0.368055555555556,0.178444259058408
"frc151",0.0208333333333333,0.0104166666666667
"frc1510",0.163888888888889,0.0819444444444444
"frc1511",0.222222222222222,0.111111111111111
"frc1512",0.125,0.0625
"frc1515",0.152777777777778,0.0763888888888889
"frc1517",0.145833333333333,0.0642623698700886
"frc1518",0,0
"frc1519",0.597916666666667,0.0728931486824412
"frc1522",0.104166666666667,0.0520833333333333
"frc1523",0.125,0.0625
"frc1528",0.0104166666666667,0.00520833333333333
"frc1529",0.0729166666666667,0.0364583333333333
"frc1533",0.1875,0.09375
"frc1537",0,0
"frc1538",0.388888888888889,0.15497529771509
"frc1539",0.145833333333333,0.0729166666666667
"frc1540",0.163194444444444,0.0722229288752554
"frc1541",0.166666666666667,0.0833333333333333
"frc1546",0.0833333333333333,0.0416666666666667
"frc1547",0.0416666666666667,0
"frc155",0.236111111111111,0.118055555555556
"frc1551",0.145833333333333,0.0729166666666667
"frc1553",0.0416666666666667,0.0208333333333333
"frc1554",0,0
"frc1557",0,0
"frc1559",0.1875,0.09375
"frc156",0.0625,0.03125
"frc1561",0.0416666666666667,0.0208333333333333
"frc1566",0.125,0.0625
"frc1569",0.229166666666667,0.114583333333333
"frc157",0.125,0.0625
"frc1571",0.0208333333333333,0.0104166666666667
"frc1572",0.208333333333333,0.104166666666667
"frc1573",0.0416666666666667,0.0208333333333333
"frc1574",0.583333333333333,0.291666666666667
"frc1576",0.0416666666666667,0.0208333333333333
"frc1577",0.375,0.1875
"frc1580",0,0
"frc1583",0.0416666666666667,0.0208333333333333
"frc1584",0.0833333333333333,0.0416666666666667
"frc1585",0.0416666666666667,0.0208333333333333
"frc159",0,0
"frc1590",0,0
"frc1591",0,0
"frc1592",0.333333333333333,0.166666666666667
"frc1595",0.260416666666667,0.128021936050774
"frc1596",0.1875,0
"frc1598",0.0625,0.03125
"frc1599",0.0208333333333333,0.0104166666666667
"frc16",0.413194444444444,0.195473456443072
"frc1600",0,0
"frc1601",0,0
"frc1604",0,0
"frc1605",0,0
"frc1607",0,0
"frc1610",0.472222222222222,0.0117874716938529
"frc1612",0,0
"frc1617",0,0
"frc1619",0.322916666666667,0.161458333333333
"frc1622",0.0659722222222222,0.0274296831324042
"frc1625",0.40625,0.116623027627374
"frc1626",0.194444444444444,0.0972222222222222
"frc1629",0.319444444444444,0.159722222222222
"frc1631",0,0
"frc1633",0,0
"frc1635",0.125,0.0625
"frc1640",0.533333333333333,0.0968177202647514
"frc1642",0,0
"frc1643",0,0
"frc1644",0.0833333333333333,0.0416666666666667
"frc1646",0.229166666666667,0.114583333333333
"frc1647",0.152777777777778,0.0763888888888889
"frc1648",0.229166666666667,0.114583333333333
"frc1649",0.0347222222222222,0.0173611111111111
"frc1657",0.0208333333333333,0.0104166666666667
"frc1658",0.333333333333333,0.166666666666667
"frc166",0.0833333333333333,0.0270635818195336
"frc1660",0.145833333333333,0.0729166666666667
"frc1661",0,0
"frc1662",0.270833333333333,0.135416666666667
"frc1665",0.0416666666666667,0.0208333333333333
"frc167",0.145833333333333,0.0729166666666667
"frc1671",0.361111111111111,0.180555555555556
"frc1672",0.0486111111111111,0.0243055555555556
"frc1675",0.131944444444444,0.0659722222222222
"frc1676",0.316666666666667,0.148308415013695
"frc1677",0.0416666666666667,0.0208333333333333
"frc1678",0.797916666666667,0.236946402483174
"frc168",0,0
"frc1683",0.291666666666667,0.145833333333333
"frc1684",0.297222222222222,0.148611111111111
"frc1687",0.15625,0.078125
"frc1690",0.447916666666667,0.223958333333333
"frc1691",0.5,0.25
"frc1692",0.0625,0.03125
"frc1695",0.0833333333333333,0.0416666666666667
"frc1696",0,0
"frc1699",0.3125,0.15625
"frc1700",0.0347222222222222,0.0173611111111111
"frc1701",0.138888888888889,0.0694444444444444
"frc1703",0,0
"frc1706",0.173611111111111,0.0868055555555556
"frc1708",0.263888888888889,0.131944444444444
"frc171",0.152777777777778,0.0763888888888889
"frc1710",0.1875,0.09375
"frc1711",0.270833333333333,0.135416666666667
"frc1712",0.166666666666667,0.0833333333333333
"frc1714",0.0694444444444444,0.0347222222222222
"frc1716",0,0
"frc1717",0.583333333333333,0.0400539372917932
"frc1718",0.458333333333333,0.148899040365262
"frc1719",0.0833333333333333,0.0416666666666667
"frc172",0.184027777777778,0.0920138888888889
"frc1720",0.125,0.0625
"frc1721",0,0
"frc1723",0.319444444444444,0.159722222222222
"frc1726",0.333333333333333,0.119552321680887
"frc1729",0.03125,0.015625
"frc173",0.104166666666667,0.0520833333333333
"frc1730",0.3125,0.15625
"frc1731",0.243055555555556,0.121527777777778
"frc1732",0.430555555555556,0.188126667767211
"frc1735",0.173611111111111,0.0868055555555556
"frc1736",0.166666666666667,0.0833333333333333
"frc1737",0,0
"frc1739",0,0
"frc174",0.1875,0.09375
"frc1740",0.0208333333333333,0.0104166666666667
"frc1741",0.290277777777778,0.0810880095203878
"frc1742",0.0833333333333333,0.0416666666666667
"frc1743",0,0
"frc1745",0.0416666666666667,0.0208333333333333
"frc1746",0.138888888888889,0.0694444444444444
"frc1747",0.25,0.125
"frc1748",0,0
"frc175",0.293055555555556,0.04062630594693
"frc1750",0.0833333333333333,0.0416666666666667
"frc1751",0.166666666666667,0.0833333333333333
"frc1754",0,0
"frc1756",0.385416666666667,0.11293262822085
"frc1757",0.0416666666666667,0.0208333333333333
"frc1758",0.0625,0.03125
"frc1759",0,0
"frc176",0.241666666666667,0.0131003869261676
"frc1760",0.125,0.0625
"frc1761",0.104166666666667,0.0520833333333333
"frc1763",0.0833333333333333,0.0416666666666667
"frc1764",0.0416666666666667,0.0208333333333333
"frc1765",0,0
"frc1768",0.135416666666667,0.0677083333333333
"frc1769",0,0
"frc177",0.40625,0.182226269163096
"frc1771",0,0
"frc1772",0.229166666666667,0.114583333333333
"frc1774",0,0
"frc1775",0.25,0.097978147821647
"frc1777",0.125,0.0625
"frc1778",0.104166666666667,0.0520833333333333
"frc178",0.0659722222222222,0.0329861111111111
"frc1780",0,0
"frc1781",0.104166666666667,0.0520833333333333
"frc1784",0,0
"frc1785",0.111111111111111,0.0555555555555556
"frc1786",0.40625,0.1875
"frc1787",0,0
"frc1789",0,0
"frc179",0.333333333333333,0.166666666666667
"frc1791",0,0
"frc1793",0,0
"frc1795",0.0833333333333333,0.0416666666666667
"frc1796",0.291666666666667,0.145833333333333
"frc1799",0.0416666666666667,0.0208333333333333
"frc180",0.416666666666667,0.194152056904604
"frc1801",0.3125,0.135275875185561
"frc1802",0.0416666666666667,0.0208333333333333
"frc1803",0,0
"frc1806",0.572916666666667,0.161532407174401
"frc1807",0.0208333333333333,0.0104166666666667
"frc1808",0,0
"frc181",0.125,0.0510310363079829
"frc1810",0.0694444444444444,0.0347222222222222
"frc1811",0.104166666666667,0.0520833333333333
"frc1815",0.125,0.0625
"frc1816",0.0972222222222222,0.00936436964131622
"frc1817",0.270833333333333,0.135416666666667
"frc1818",0,0
"frc1823",0,0
"frc1825",0.25,0.125
"frc1827",0,0
"frc1828",0.208333333333333,0
"frc1829",0,0
"frc1831",0.125,0.0510310363079829
"frc1836",0.229166666666667,0.114583333333333
"frc1846",0.0625,0.03125
"frc1847",0,0
"frc1849",0,0
"frc1850",0,0
"frc1860",0.208333333333333,0.104166666666667
"frc1865",0,0
"frc1868",0.180555555555556,0.0902777777777778
"frc1870",0.25,0.125
"frc1872",0,0
"frc1876",0.1875,0.09375
"frc1877",0,0
"frc188",0.40625,0.203125
"frc1880",0,0
"frc1881",0.208333333333333,0.104166666666667
"frc1884",0.375,0.1875
"frc1885",0.152777777777778,0.0763888888888889
"frc1891",0.166666666666667,0.0833333333333333
"frc1895",0.125,0.0625
"frc1896",0,0
"frc1899",0.152777777777778,0.0763888888888889
"frc190",0.21875,0.109375
"frc1902",0.194444444444444,0.0972222222222222
"frc1908",0.125,0.0625
"frc191",0.104166666666667,0.0510310363079829
"frc1912",0.104166666666667,0.0444104703565897
"frc1915",0,0
"frc1918",0.447916666666667,0.0428665595632225
"frc192",0.239583333333333,0.119791666666667
"frc1920",0,0
"frc1922",0.0833333333333333,0
"frc1923",0.182043650793651,0.0910218253968254
"frc1927",0.375,0.1875
"frc193",0.279166666666667,0.106569913185209
"frc1937",0.145833333333333,0.0729166666666667
"frc1939",0.145833333333333,0.0729166666666667
"frc1940",0,0
"frc1941",0.0208333333333333,0.0104166666666667
"frc1942",0.0833333333333333,0.0416666666666667
"frc1943",0,0
"frc1944",0,0
"frc1946",0.0416666666666667,0.0208333333333333
"frc1949",0,0
"frc195",0.506944444444444,0.0299993220781361
"frc1952",0.166666666666667,0.0833333333333333
"frc1954",0,0
"frc1965",0.104166666666667,0.0520833333333333
"frc1967",0.166666666666667,0.0833333333333333
"frc1972",0,0
"frc1973",0,0
"frc1977",0.0416666666666667,0.0208333333333333
"frc1982",0.0833333333333333,0.0416666666666667
"frc1983",0.74375,0.0222127249049322
"frc1984",0,0
"frc1985",0.326388888888889,0.163194444444444
"frc1986",0.760416666666667,0.103542581190265
"frc1987",0.236111111111111,0.100661684715163
"frc1989",0.0902777777777778,0.0451388888888889
"frc1991",0.277777777777778,0.138888888888889
"frc1994",0,0
"frc1997",0,0
"frc20",0.510416666666667,0.128126566108579
"frc2000",0.2,0.1
"frc2001",0,0
"frc2002",0.145833333333333,0.0729166666666667
"frc2004",0,0
"frc201",0.138888888888889,0.0627487991312594
"frc2010",0.0833333333333333,0.0416666666666667
"frc2013",0.333333333333333,0.166666666666667
"frc2016",0.166666666666667,0.0833333333333333
"frc2021",0,0
"frc2022",0.0416666666666667,0.0208333333333333
"frc2027",0,0
"frc2028",0.0416666666666667,0
"frc2029",0.0208333333333333,0.0104166666666667
"frc203",0.170138888888889,0.0850694444444444
"frc2034",0.0416666666666667,0.0208333333333333
"frc2035",0.0694444444444444,0.0347222222222222
"frc2036",0.0416666666666667,0.0208333333333333
"frc2037",0,0
"frc2039",0.166666666666667,0.0833333333333333
"frc204",0.236111111111111,0.118055555555556
"frc2040",0.0625,0.03125
"frc2046",0.416666666666667,0.208333333333333
"frc2048",0,0
"frc2051",0,0
"frc2052",0.625,0.110045877352472
"frc2053",0.25,0.125
"frc2054",0.5625,0.0608921266109953
"frc2056",0.770833333333333,0.0739895229072466
"frc2059",0.333333333333333,0.166666666666667
"frc2062",0.416666666666667,0.194152056904604
"frc2064",0.173611111111111,0.0868055555555556
"frc2067",0.329166666666667,0.127072645457629
"frc2068",0.0833333333333333,0.0416666666666667
"frc207",0.111111111111111,0.0555555555555556
"frc2070",0,0
"frc2073",0.104166666666667,0.0520833333333333
"frc2075",0.161458333333333,0.0807291666666667
"frc2077",0.104166666666667,0.0520833333333333
"frc2078",0.0416666666666667,0.0208333333333333
"frc2079",0.125,0.0625
"frc2080",0.118055555555556,0.0270635818195336
"frc2081",0.0625,0.03125
"frc2083",0.0833333333333333,0.0416666666666667
"frc2084",0.104166666666667,0.0520833333333333
"frc2085",0.208333333333333,0.104166666666667
"frc2090",0.375,0.1875
"frc2091",0,0
"frc2093",0.208333333333333,0.104166666666667
"frc2095",0,0
"frc21",0.0833333333333333,0.0416666666666667
"frc2102",0.1875,0.0883883476483184
"frc2104",0,0
"frc2106",0,0
"frc2107",0,0
"frc2115",0,0
"frc2121",0,0
"frc2122",0.381944444444444,0.1483551686167
"frc2128",0,0
"frc213",0.1875,0.09375
"frc2130",0.333333333333333,0.166666666666667
"frc2134",0,0
"frc2135",0.159722222222222,0.0798611111111111
"frc2136",0,0
"frc2137",0.322916666666667,0.161458333333333
"frc2141",0.0416666666666667,0.0208333333333333
"frc2144",0.104166666666667,0.0510310363079829
"frc2145",0.128472222222222,0.0642361111111111
"frc2147",0.201388888888889,0.09920026683635
"frc2148",0.0208333333333333,0.0104166666666667
"frc2149",0.125,0
"frc2151",0,0
"frc2152",0.0416666666666667,0
"frc2153",0,0
"frc2156",0,0
"frc2158",0.222222222222222,0.111111111111111
"frc216",0.177083333333333,0.0763500613333216
"frc2161",0,0
"frc2164",0.166666666666667,0.0833333333333333
"frc2165",0.166666666666667,0.0833333333333333
"frc2167",0,0
"frc2168",0.350694444444444,0.167629630278179
"frc2169",0.354166666666667,0.177083333333333
"frc217",0.284027777777778,0.127550731568782
"frc2170",0.166666666666667,0.0833333333333333
"frc2171",0,0
"frc2172",0,0
"frc2175",0.3125,0.15625
"frc2177",0.0625,0.03125
"frc2180",0.0638888888888889,0.0319444444444444
"frc2181",0.291666666666667,0.145833333333333
"frc2183",0,0
"frc2185",0.03125,0.015625
"frc2186",0,0
"frc2187",0.25,0.125
"frc219",0.175,0.0270373722576148
"frc2190",0.0625,0.03125
"frc2191",0.135416666666667,0.0197813013213461
"frc2192",0.0833333333333333,0.0416666666666667
"frc2193",0,0
"frc2194",0.138888888888889,0.0694444444444444
"frc2197",0.166666666666667,0.0833333333333333
"frc2198",0.25,0.125
"frc2199",0.0347222222222222,0.0173611111111111
"frc2200",0.166666666666667,0.0510310363079829
"frc2202",0.291666666666667,0.145833333333333
"frc2204",0,0
"frc2205",0,0
"frc2212",0.125,0.0625
"frc2213",0.0416666666666667,0.0208333333333333
"frc2216",0,0
"frc2217",0,0
"frc222",0.260416666666667,0.130208333333333
"frc2220",0.197916666666667,0.0989583333333333
"frc2221",0,0
"frc2224",0.0833333333333333,0.0416666666666667
"frc2227",0.166666666666667,0.0833333333333333
"frc2228",0.145833333333333,0.0444104703565896
"frc2229",0.0625,0.03125
"frc223",0.166666666666667,0.0589113313912745
"frc2230",0.125,0.0625
"frc2231",0.416666666666667,0.208333333333333
"frc2232",0.0833333333333333,0.0416666666666667
"frc2234",0.131944444444444,0.0659722222222222
"frc224",0.159722222222222,0.0798611111111111
"frc2240",0.125,0.0625
"frc2242",0,0
"frc2246",0.0625,0.03125
"frc225",0.552083333333333,0.0296024946350015
"frc2252",0.277777777777778,0.138888888888889
"frc2259",0.166666666666667,0.0833333333333333
"frc226",0.158333333333333,0.0572643930607916
"frc2261",0,0
"frc2262",0,0
"frc2264",0.0833333333333333,0.0416666666666667
"frc2265",0,0
"frc2275",0,0
"frc228",0.138888888888889,0.0524700052812402
"frc2283",0.472222222222222,0.178849003014218
"frc229",0.222222222222222,0.111111111111111
"frc23",0,0
"frc230",0.508333333333333,0.114784909525544
"frc231",0.236111111111111,0.0416666666666667
"frc233",0.2875,0.14375
"frc2333",0.0625,0.03125
"frc2335",0,0
"frc2337",0.391666666666667,0.148235257758378
"frc2338",0.415277777777778,0.105852301373519
"frc2339",0.270833333333333,0.135416666666667
"frc234",0.493055555555556,0.166530034019485
"frc2340",0,0
"frc2341",0.166666666666667,0.0833333333333333
"frc2342",0.0520833333333333,0.0260416666666667
"frc2344",0.25,0.125
"frc2345",0.0416666666666667,0.0208333333333333
"frc2346",0.125,0.0625
"frc2347",0,0
"frc2348",0.291666666666667,0.145833333333333
"frc2349",0.25,0.125
"frc2352",0.145833333333333,0.0729166666666667
"frc2353",0.166666666666667,0.0833333333333333
"frc2354",0.166666666666667,0.0833333333333333
"frc2357",0.0833333333333333,0.0416666666666667
"frc2358",0.145833333333333,0.0729166666666667
"frc2359",0.0833333333333333,0.0416666666666667
"frc236",0.302083333333333,0.0917137481287396
"frc2360",0,0
"frc2363",0.479166666666667,0.143174313710312
"frc2367",0.0208333333333333,0.0104166666666667
"frc2369",0,0
"frc237",0.142361111111111,0.0711805555555556
"frc2370",0.1875,0.09375
"frc2373",0.0833333333333333,0.0416666666666667
"frc2374",0.104166666666667,0
"frc2375",0.0729166666666667,0.0364583333333333
"frc2377",0.145833333333333,0.0729166666666667
"frc238",0,0
"frc2382",0,0
"frc2383",0.222222222222222,0.111111111111111
"frc2386",0.215277777777778,0.107638888888889
"frc2388",0.0208333333333333,0.0104166666666667
"frc2389",0.25,0.125
"frc2393",0.166666666666667,0.0833333333333333
"frc2395",0.145833333333333,0.0729166666666667
"frc2398",0,0
"frc2399",0.0555555555555556,0.0277777777777778
"frc240",0.375,0.1875
"frc2402",0,0
"frc2403",0.263888888888889,0.131944444444444
"frc2404",0,0
"frc2405",0.111111111111111,0.0555555555555556
"frc2408",0.166666666666667,0.0833333333333333
"frc2410",0.125,0.0625
"frc2411",0.104166666666667,0.0520833333333333
"frc2412",0.215277777777778,0.107638888888889
"frc2415",0.291666666666667,0.145833333333333
"frc2421",0.0833333333333333,0.0416666666666667
"frc2423",0.104166666666667,0.0520833333333333
"frc2424",0.166666666666667,0.0833333333333333
"frc2425",0.0833333333333333,0.0416666666666667
"frc2429",0.0208333333333333,0.0104166666666667
"frc2432",0,0
"frc2434",0,0
"frc2435",0,0
"frc2437",0.25,0.125
"frc2438",0.166666666666667,0.0833333333333333
"frc2439",0.208333333333333,0.104166666666667
"frc244",0.120833333333333,0.0604166666666667
"frc2441",0.125,0.0625
"frc2443",0.270833333333333,0.135416666666667
"frc2444",0.166666666666667,0.0833333333333333
"frc2445",0.166666666666667,0.0833333333333333
"frc2449",0.125,0.0625
"frc245",0.33125,0.165625
"frc2450",0,0
"frc2451",0.409722222222222,0.141217365546633
"frc2453",0,0
"frc2455",0,0
"frc2457",0.25,0.125
"frc2458",0.0208333333333333,0.0104166666666667
"frc2459",0,0
"frc246",0.194444444444444,0.0972222222222222
"frc2461",0.125,0.0625
"frc2465",0.104166666666667,0.0520833333333333
"frc2468",0.51875,0.0437851942182401
"frc247",0.194444444444444,0.0972222222222222
"frc2470",0.0416666666666667,0.0208333333333333
"frc2471",0.461805555555556,0.15143272854607
"frc2472",0.4375,0.21875
"frc2473",0.0208333333333333,0.0104166666666667
"frc2474",0.3125,0.15625
"frc2477",0,0
"frc2478",0.28125,0.140625
"frc2479",0,0
"frc2480",0,0
"frc2481",0.517361111111111,0.138715251411079
"frc2483",0.0625,0.03125
"frc2484",0.125,0.0625
"frc2485",0.444444444444444,0.222222222222222
"frc2486",0.208333333333333,0.104166666666667
"frc2487",0.125,0.0625
"frc2489",0.1875,0.09375
"frc2491",0,0
"frc2493",0.145833333333333,0.0510310363079829
"frc2495",0.194444444444444,0.0972222222222222
"frc2496",0.104166666666667,0.0520833333333333
"frc2498",0.166666666666667,0.0833333333333333
"frc2499",0,0
"frc25",0.175,0.0424276418718975
"frc250",0.1875,0.09375
"frc2500",0.0416666666666667,0.0208333333333333
"frc2501",0.25,0.125
"frc2502",0.25,0.125
"frc2503",0.125,0.0625
"frc2504",0.166666666666667,0.0833333333333333
"frc2506",0.104166666666667,0.0520833333333333
"frc2508",0.0416666666666667,0.0208333333333333
"frc2509",0.208333333333333,0.104166666666667
"frc2511",0,0
"frc2512",0.416666666666667,0.208333333333333
"frc2513",0,0
"frc2515",0,0
"frc2517",0.0416666666666667,0.0208333333333333
"frc2518",0.0416666666666667,0.0208333333333333
"frc2520",0,0
"frc2521",0.135416666666667,0.0677083333333333
"frc2522",0.33125,0.165625
"frc2523",0.25,0.125
"frc2526",0.302083333333333,0.151041666666667
"frc2528",0.0208333333333333,0.0104166666666667
"frc2529",0.0416666666666667,0.0208333333333333
"frc253",0,0
"frc2530",0.25,0.125
"frc2531",0,0
"frc2534",0.152777777777778,0.0763888888888889
"frc2535",0,0
"frc2537",0.1875,0.09375
"frc2538",0.0416666666666667,0.0208333333333333
"frc2539",0.111111111111111,0.0555555555555556
"frc254",0.833333333333333,0.25
"frc2542",0,0
"frc2543",0.194444444444444,0.0972222222222222
"frc2544",0,0
"frc2545",0,0
"frc2546",0,0
"frc2550",0.319444444444444,0.159722222222222
"frc2551",0.0833333333333333,0.0416666666666667
"frc2554",0.0416666666666667,0.0208333333333333
"frc2555",0.125,0.0625
"frc2556",0.0625,0.03125
"frc2557",0.208333333333333,0.104166666666667
"frc2559",0.25,0.125
"frc256",0.0208333333333333,0.0104166666666667
"frc2560",0,0
"frc2574",0.25,0.125
"frc2576",0,0
"frc2577",0.131944444444444,0.0659722222222222
"frc2579",0.0416666666666667,0.0208333333333333
"frc2582",0.166666666666667,0.0833333333333333
"frc2583",0,0
"frc2584",0,0
"frc2585",0.333333333333333,0.166666666666667
"frc2586",0.520833333333333,0.233853586673371
"frc2587",0.222222222222222,0.0888830209813956
"frc2590",0.649305555555556,0.0753239548455562
"frc2591",0.104166666666667,0.0520833333333333
"frc2594",0.145833333333333,0.0729166666666667
"frc2600",0,0
"frc2601",0.0763888888888889,0.0381944444444444
"frc2603",0.104166666666667,0.0520833333333333
"frc2604",0.0416666666666667,0.0208333333333333
